,"1. Următoarele/ următoarea afirmații cu privire la fiziologia respirației sunt adevărate:
",,,,
TRUE,"   1. Fiecare coloană are organizarea generală a cortexului cerebral în şase straturi distincte de celule, are diametrul egal cu o fracţiune de milimetru, cuprinde mii de neuroni şi funcţionează asemeni unei unităţi care stimulează de obicei un grup de muşchi cu acţiune sinergică, însă uneori poate stimula un singur muşchi.
",,,,
FALSE,"   2. Stimularea unei singure celule piramidale poate activa un muşchi şi de obicei nu este necesară stimularea simultană sau în succesiune rapidă a mai multor celule piramidale pentru a se obţine o contracţie musculară adecvată.
",,,,
TRUE,"   3. Impulsurile dinamice şi statice sunt transmise prin neuronii piramidali: dacă un semnal puternic este trimis unui muşchi pentru a produce o contracţie iniţială rapidă, ulterior un semnal continuu mult mai slab poate menţine contracţia pentru o perioadă lungă de timp.
",,,,
TRUE,"   4. Celulele piramidale care dau naştere fibrelor corticospinale sunt dispuse în stratul celular 5 faţă de suprafaţa cortexului, impulsurile aferente pătrund în totalitate în cortex la nivelul straturilor 2, 3 şi 4, iar stratul 6 dă naştere în principal unor fibre care comunică cu alte regiuni ale cortexului cerebral.
",,,,
FALSE,"   5. Neuronii din fiecare coloană operează asemeni unui sistem de procesare integrativ, utilizând informaţii aferente din multiple surse pentru a stabili răspunsul eferent al coloanei respective, care însă nu poate funcţiona asemeni unui sistem de amplificare, pentru că stimulează numai secvenţial numeroasele fibre piramidale care se distribuie spre acelaşi muşchi sau spre muşchi sinergici.
",,,,
TRUE,"   6. Neuronii din fiecare coloană operează asemeni unui sistem de procesare integrativ, utilizând informaţii aferente din multiple surse pentru a stabili răspunsul eferent al coloanei respective, care poate funcţiona asemeni unui sistem de amplificare pentru a stimula simultan numeroase fibre piramidale care se distribuie spre acelaşi muşchi sau spre muşchi sinergici.
",,,,
FALSE,"   7. Impulsurile dinamice şi statice sunt transmise prin neuronii piramidali: dacă un semnal slab este trimis unui muşchi pentru a produce o contracţie iniţială rapidă, ulterior un semnal continuu mult mai puternic poate menţine contracţia pentru o perioadă lungă de timp.
",,,,
TRUE,"   8. Stimularea unei singure celule piramidale poate rareori activa un muşchi şi de obicei este necesară stimularea simultană sau în succesiune rapidă a 50-100 de celule piramidale pentru a se obţine o contracţie musculară adecvată.
",,,,
FALSE,"   9. Fiecare coloană are organizarea generală a cortexului cerebral în şase straturi distincte de celule, are diametrul egal cu o fracţiune de milimetru, cuprinde doar câteva zeci de neuroni şi funcţionează asemeni unei unităţi care stimulează de obicei un grup de muşchi cu acţiune sinergică, însă niciodată nu poate stimula un singur muşchi.
",,,,
FALSE,"   10. Celulele piramidale care dau naştere fibrelor corticospinale sunt dispuse în stratul celular 3 faţă de suprafaţa cortexului, impulsurile aferente pătrund în totalitate în cortex la nivelul straturilor 2 şi 4, iar stratul 5 dă naştere în principal unor fibre care comunică cu alte regiuni ale cortexului cerebral.
",,,,
FALSE,,,,,
FALSE,"216. Care sunt afirmaţiile corecte privind cortexul motor?
",,,,
FALSE,"   1. Nurneroase fibre motorii fac sinapsă în nucleii bulbari, care dau naştere fibrelor bulbocerebeloase, ce transportă impulsurile către emisferele cerebeloase, iar ramuri colaterale se proiectează în nucleii olivari inferiori, de unde fibre secundare olivocerebeloase transmit impulsuri către numeroase regiuni ale cerebelului.
",,,,
,"   2. Dacă un semnal este transmis descendent spre măduva spinării pentru a genera o activitate motorie, atunci ganglionii bazali, trunchiul cerebral şi cerebelul primesc impulsuri motorii puternice de la sistemul corticospinal.
",,,,
FALSE,"   3. De la cortexul motor impulsurile ajung direct la măduvă prin tracturile reticulospinal şi vestibulospinal şi apoi la cerebel pe calea tracturilor reticulocerebelos şi vestibulocerebelos.
",,,,
TRUE,"   4. Dacă un semnal este deja transmis descendent spre măduva spinării pentru a genera o activitate motorie, atunci ganglionii bazali, trunchiul cerebral şi cerebelul nu primesc impulsuri motorii de la sistemul corticospinal.
",,,,
TRUE,"   5. Nurneroase fibre motorii fac sinapsă în nucleii pontini, care dau naştere fibrelor pontocerebeloase, ce transportă impulsurile către emisferele cerebeloase, iar ramuri colaterale se proiectează în nucleii olivari inferiori, de unde fibre secundare olivocerebeloase transmit impulsuri către numeroase regiuni ale cerebelului.
",,,,
FALSE,"   6. Sistemul motor extrapiramidal cuprinde căi cu traiect prin ganglionii bazali şi formaţiunea reticulată a trunchiului cerebral, dar niciodată căile prin nucleii vestibulari şi nucleii roşii.
",,,,
TRUE,"   7. Termenul de sistem motor extrapiramidal este utilizat larg în practica medicală pentru a desemna toate acele regiuni ale creierului şi trunchiului cerebral care contribuie la controlul motor, dar nu fac parte din sistemul direct corticospinal (piramidal).
",,,,
TRUE,"   8. De la cortexul motor impulsurile ajung indirect la măduvă prin tracturile reticulocerebelos şi vestibulocerebelos.
",,,,
FALSE,"   9. Termenul de sistem motor extrapiramidal este utilizat larg în practica medicală pentru a desemna toate acele regiuni ale creierului şi trunchiului cerebral care nu contribuie la controlul motor, dar fac parte din sistemul direct corticospinal.
",,,,
TRUE,"   10. Sistemul motor extrapiramidal cuprinde căi cu traiect prin ganglionii bazali, formaţiunea reticulată a trunchiului cerebral, nucleii vestibulari şi frecvent prin nucleii roşii.
",,,,
FALSE,,,,,
FALSE,"217. Cum funcţionează mecanismul de feedback somatosenzorial spre cortexul motor?
",,,,
TRUE,"   1. În cazul fusurilor musculare, aceste impulsuri somatice produc amplificarea contracţiei musculare prin mecanism de feedback pozitiv astfel: dacă fibrele musculare intrafusale se contractă mai mult decât fibrele musculare scheletice mari, regiunile centrale ale fusurilor se întind, fiind astfel stimulate, iar impulsurile se întorc rapid la celulele piramidale din cortexul motor pentru a informa că fibrele musculare mari nu s-au contractat suficient.
",,,,
TRUE,"   2. În cazul fusurilor musculare, aceste impulsuri somatice produc amplificarea contracţiei musculare prin mecanism de feedback pozitiv astfel: celulele piramidale amplifică excitaţia musculară, contribuind la corelarea contracţiei muşchiului cu contracţia fusurilor musculare.
",,,,
FALSE,"   3. În cazul fusurilor musculare, aceste impulsuri somatice produc inhibarea contracţiei musculare prin mecanism de feedback pozitiv astfel: celulele piramidale amplifică excitaţia musculară, fără corelarea contracţiei muşchiului cu contracţia fusurilor musculare.
",,,,
FALSE,"   4. În cazul receptorilor tactili, dacă prin contracţia musculară se produce compresia tegumentului pe suprafaţa unui obiect, de exemplu compresia degetelor în jurul unui obiect prins între degete, impulsurile de la receptorii cutanaţi nu pot determina stimularea corticală suplimentară a muşchilor implicaţi.
",,,,
FALSE,"   5. Contribuie la controlul preciziei contracţiei musculare când impulsurile nervoase de la cortexul motor determină contracţia unui muşchi, prin faptul că semnale somatosenzoriale se întorc de la regiunea activată a corpului la neuronii medulari care au iniţiat acţiunea.
",,,,
TRUE,"   6. Contribuie la controlul preciziei contracţiei musculare când impulsurile nervoase de la cortexul motor determină contracţia unui muşchi, prin faptul că semnale somatosenzoriale se întorc de la regiunea activată a corpului la neuronii cortexului motor care au iniţiat acţiunea.
",,,,
FALSE,"   7. Majoritatea impulsurilor somatosenzoriale implicate au originea în fusuri musculare şi niciodată în organe tendinoase Golgi sau în receptori tactili din tegumentul care acoperă muşchii respectivi.
",,,,
FALSE,"   8. În cazul fusurilor musculare, aceste impulsuri somatice produc inhibarea contracţiei musculare prin mecanism de feedback pozitiv astfel: dacă fibrele musculare intrafusale se contractă mai mult decât fibrele musculare scheletice mari, regiunile centrale ale fusurilor se întind, fiind astfel stimulate, iar impulsurile se întorc rapid la celulele piramidale din cortexul motor pentru a informa că fibrele musculare mari nu s-au contractat suficient.
",,,,
TRUE,"   9. În cazul receptorilor tactili, dacă prin contracţia musculară se produce compresia tegumentului pe suprafaţa unui obiect, de exemplu compresia degetelor în jurul unui obiect prins între degete, impulsurile de la receptorii cutanaţi pot determina stimularea corticală suplimentară a muşchilor (dacă este necesar) şi implicit creşterea forţei de prindere a mâinii.
",,,,
TRUE,"   10. Majoritatea impulsurilor somatosenzoriale implicate au originea în: fusuri musculare, organe tendinoase Golgi, receptori tactili din tegumentul care acoperă muşchii respectivi.
",,,,
FALSE,,,,,
FALSE,"218. Tipare motorii activate de centrii medulari pot fi implicate în funcţia cortexului motor astfel:
",,,,
FALSE,"   1. Simple semnale de comandă de la creier nu pot iniţia activităţi motorii uzuale, în particular pe cele corespunzătoare unor funcţii cum sunt mersul şi diferitele posturi ale corpului.
",,,,
FALSE,"   2. Măduva spinării nu poate activa anumite tipare reflexe de mişcare ca răspuns la stimularea nervilor senzitivi, dar multe dintre aceste tipare intervin când motoneuronii spinali sunt stimulaţi de impulsuri cu origine cerebrală.
",,,,
FALSE,"   3. Reflexele medulare care pot fi activate separat de semnale de comandă cu origine cerebrală includ reflexele de retragere dar nu pe cele de păşire şi mers sau pe cele posturale.
",,,,
TRUE,"   4. Când un semnal cerebral stimulează un muşchi, de obicei nu este necesară transmiterea simultană a unui semnal pentru relaxarea muşchiului antagonist; aceasta se realizează prin circuitul de inervaţie reciprocă care este întotdeauna prezent în măduvă pentru a coordona funţia perechilor de muşchi antagonişti.
",,,,
FALSE,"   5. Reflexul de întindere nu este funcţional în permanenţă, neavând rol în amortizarea oricăror oscilaţii ale mişcărilor iniţiate de creier, dar asigurând probabil cel puţin o parte din forţa motrice necesară pentru producerea contracţiilor musculare atunci când fibrele intrafusale ale fusurilor musculare se contractă mai puţin decât fibrele musculare scheletice mari, activând astfel stimularea 'servoasistată' reflexă a muşchiului, adiţional la stimularea directă realizată de fibrele corticospinale.
",,,,
TRUE,"   6. Simple semnale de comandă de la creier pot iniţia numeroase activităţi motorii uzuale, în particular cele corespunzătoare unor funcţii cum sunt mersul şi diferitele posturi ale corpului.
",,,,
TRUE,"   7. Reflexele medulare care pot fi activate separat de semnale de comandă cu origine cerebrală includ reflexele: de retragere, de păşire şi mers, de grataj, posturale.
",,,,
FALSE,"   8. Când un semnal cerebral stimulează un muşchi, întotdeauna este necesară transmiterea simultană a unui semnal pentru relaxarea muşchiului antagonist, deoarece aceasta nu se poate realiza doar prin circuitul de inervaţie reciprocă.
",,,,
TRUE,"   9. Reflexul de întindere este funcţional în permanenţă, având rol în amortizarea oricăror oscilaţii ale mişcărilor iniţiate de creier şi asigurând probabil cel puţin o parte din forţa motrice necesară pentru producerea contracţiilor musculare atunci când fibrele intrafusale ale fusurilor musculare se contractă mai mult decât fibrele musculare scheletice mari, activând astfel stimularea 'servoasistată' reflexă a muşchiului, adiţional la stimularea directă realizată de fibrele corticospinale.
",,,,
TRUE,"   10. Măduva spinării poate activa anumite tipare reflexe de mişcare ca răspuns la stimularea nervilor senzitivi şi multe dintre aceste tipare intervin când motoneuronii spinali sunt stimulaţi de impulsuri cu origine cerebrală.
",,,,
FALSE,,,,,
FALSE,"219. Nucleii reticulari pontini funcţionează astfel:
",,,,
TRUE,"   1. Nucleii reticulari pontini transmit impulsuri excitatorii decendent la nivelul măduvei prin tractul reticulospinal din coloana anterioară a măduvei, iar fibrele acestei căi fac sinapsă cu motoneuronii mediali anteriori.
",,,,
TRUE,"   2. Când sistemul excitator reticular pontin nu este antagonizat de sistemul reticular bulbar, se produce stimularea intensă generalizată a musculaturii antigravitaţionale, ceea ce permite animalelor patrupede să stea în poziţie ridicată, corpul fiind susţinut fără a fi necesare impulsuri de la niveluri cerebrale superioare.
",,,,
