TRUE,"7. Coarne mari
"
,"8. O bază
"
,"9. O pecete
"
,"10. Un inel
"
,
,"270. Cartilajele aritenoide prezintă:
"
TRUE,"1. O apofiză musculară
"
TRUE,"2. O bază
"
TRUE,"3. O apofiză vocală
"
,"4. O față postero-externă
"
TRUE,"5. O incizură
"
,"6. Un corp
"
,"7. Un inel
"
,"8. O pecete
"
TRUE,"9. Un vârf
"
,"10. Două margini laterale
"
,
,"271. Mușchii constrictori ai glotei sunt reprezentați de:
"
TRUE,"1. Mușchiul tiro-membranos
"
,"2. Mușchiul omo-hioidian
"
TRUE,"3. Mușchiul ari-aritenoidian – fasciculul oblic
"
FALSE,"4. Mușchiul crico-aritenoidian posterior
"
TRUE,"5. Mușchiul crico-aritenoidian lateral
"
TRUE,"6. Mușchiul ari-aritenoidian – fasciculul transvers
"
,"7. Mușchiul tiro-hioidian
"
TRUE,"8. Mușchiul tiro-aritenoidian
"
,"9. Mușchiul sterno-tiroidian
"
,"10. Mușchiul crico-tiroidian
"
,
,"272. Mușchii extrinseci ai faringelui sunt reprezentați de mușchii:
"
TRUE,"1. Sterno-tiroidian
"
TRUE,"2. Faringo-stafilini
"
,"3. Ari-aritenodian
"
TRUE,"4. Crico-aritenoidian lateral
"
,"5. Crico-aritenoidian posterior
"
,"6. Constrictorul inferior al faringelui
"
TRUE,"7. Crico-tiroidian
"
,"8. Constrictorul mijlociu al faringelui
"
,"9. Tiro-hioidian
"
TRUE,"10. Stilo-faringian
"
,
,"273. Cartilajele pereche ale laringelui sunt reprezentate de:
"
TRUE,"1. Cartilajul aritenoid
"
,"2. Cartilajul tiroid
"
TRUE,"3. Cartilajul sesamoid posterior
"
TRUE,"4. Cartilajul sesamoid anterior
"
,"5. Cartilajul epiglotic
"
,"6. Cartilajul hioid
"
,"7. Epiglota
"
TRUE,"8. Cartilajul cuneiform
"
,"9. Cartilajul cricoid
"
TRUE,"10. Cartilajul corniculat
"
,
,"274. Ligamentele extrinseci ale laringelui sunt reprezentate de :
"
TRUE,"1. Membrana tiro-hioidiană
"
,"2. Ligamentul crico-corniculat
"
TRUE,"3. Ligamentele gloso – epiglotice
"
TRUE,"4. Ligamentele tiro-hioidiene laterale
"
,"5. Membrana crico-tiroidiană
"
,"6. Ligamentul tiro-aritenoidian superior
"
TRUE,"7. Membrana hio-epiglotică
"
,"8. Ligamentul tiro-aritnoidian inferior
"
TRUE,"9. Membrana crico-traheală
"
,"10. Ligamentul aruteno-epiglotic
"
,
,"275. Ligamentele intrinseci ale laringelui sunt reprezentate de:
"
TRUE,"1. Ligamentul tiro-aritenoidian superior
"
TRUE,"2. Ligamentul aruteno-epiglotic
"
TRUE,"3. Membrana crico-tiroidiană
"
,"4. Ligamentele gloso – epiglotice
"
,"5. Ligamentele tiro-hioidiene laterale
"
,"6. Membrana tiro-hioidiană
"
,"7. Membrana crico-traheală
"
,"8. Membrana hio-epiglotică
"
TRUE,"9. Ligamentul tiro-aritnoidian inferior
"
TRUE,"10. Ligamentul crico-corniculat
"
,
,"276. Fața anterioară a epiglotei vine în raport cu:
"
TRUE,"1. Cartilajul tiroid
"
,"2. Membrana crico-traheală
"
,"3. Pecetea cricoidului
"
,"4. Cartilajul corniculat
"
TRUE,"5. Fața posterioară a cartilajului tiroid
"
,"6. Cartilajul cricoid
"
TRUE,"7. Osul hioid
"
,"8. Cartilajul aritenoid
"
TRUE,"9. Baza limbii
"
TRUE,"10. Membrana tiro-hioidiană
"
,
,"277. Despre cartilajul cricoid se poate afirma că:
"
,"1. Fațele articulare sunt destinate articulației cu osul hioid
"
TRUE,"2. Pecetea este situată posterior
"
,"3. Vine în raport cu epiglota
"
TRUE,"4. Inelul este situat anterior
"
TRUE,"5. Pecetea prezintă pe marginea superioară două fațete articulare
"
TRUE,"6. Are forma unui inel cu pecete
"
,"7. Se articulează superior cu primul inel traheal
"
,"8. Se articulează inferior cu cartilajul tiroid
"
TRUE,"9. Dă inserție mușchiului crico-tiroidian
"
,"10. Pecetea prezintă pe marginea inferioară două fațete articulare
"
,
,"278. Despre cartilajul tiroid se poate afirma că:
"
,"1. Fața posterioară prezintă pe linia mediană mărul lui Adam
"
TRUE,"2. Marginea superioară prezintă incizura tiroidiană
"
,"3. Marginea inferioară prezintă incizura tiroidiană
"
TRUE,"4. Este format din două lame unite anterior
"
TRUE,"5. Fața anterioară prezintă mărul lui Adam
"
TRUE,"6. Fața posterioară prezintă unghiul intrând al tiroidului
"
,"7. Marginea inferioară este mai lungă decât cea superioară
"
,"8. Marginea laterală se prelungește inferior cu cornul mare
"
TRUE,"9. Marginea laterală se prelungește superior cu cornul mare
"
,"10. Se articulează superior cu cartilajul aritenoidian
"
,
,"279. Despre mușchiul crico-aritenoidian posterior se poate afirma:
"
TRUE,"1. Este un mușchi dilatator al glotei
"
,"2. Are o inserție pe inelul cricoidian
"
TRUE,"3. Este un mușchi intrinsec al laringelui
"
,"4. Este inervat de nervul laringeu superior
"
TRUE,"5. Este inervat de nervul recurent
"
TRUE,"6. Are o inserție pe fața posterioară a peceții cricoidului
"
,"7. Este un mușchi extrinsec al laringelui
"
TRUE,"8. Are o inserție pe fața internă a apofizei musculare a cartilajului aritenoid
"
,"9. Este un mușchi constrictor al glotei
"
,"10. Are o inserție pe apofiza vocală a cartilajului aritenoid
"
,
,"280. Despre mușchiul tiro-aritenoidian se poate afirma că:
"
,"1. Pătura internă este reprezentată de mușchiul tiro-epiglotic
"
,"2. Este inervat de gloso-faringian
"
TRUE,"3. Este un mușchi constrictor al glotei
"
TRUE,"4. Pătura externă este reprezentată de mușchiul tiro-membranos
"
,"5. Pătura internă este reprezentată de mușchiul tiro-membranos
"
TRUE,"6. Pătura externă este reprezentată de mușchiul tiro-epiglotic
"
,"7. Este un mușchi dilatator al glotei
"
,"8. Este format din patru pături musculare
"
TRUE,"9. Este format din două pături musculare
"
TRUE,"10. Este inervat de nervul laringeu inferior
"
,
,"281. Despre membrana tiro-hioidiană se poate afirma:
"
,"1. Ligamentul tiro-hioidian lateral are o inserție pe cornul mic al hioidului
"
,"2. Are o inserție pe marginea inferioară a cartilajului tiroid
"
,"3. Este un ligament intrinsec al laringelui
"
TRUE,"4. Are o inserție pe corpul hioidului
"
FALSE,"5. Are o inserție pe marginea inferioară a cricoidului
"
TRUE,"6. Ligamentul tiro-hioidian lateral are o inserție pe cornul mare al osului hioid
"
TRUE,"7. Ligamentul tiro-hioidian lateral are o inserție pe cornul mare al cartilajului tiroid
"
TRUE,"8. Este un ligament extrinsec al laringelui
"
,"9. Ligamentul tiro-hioidian lateral are o inserție pe cornul mic al cartilajului tiroid
"
TRUE,"10. Are o inserție pe marginea superioară a cartilajului tiroid
"
,
,"282. Despre membrana hio-epiglotică se poate afirma:
"
,"1. Este situată inferior față de membrana crico-traheală
"
,"2. Este un mușchi extrinsec al laringelui
"
,"3. Unește fața posterioară a epiglotei cu cartilajul cricoid
"
TRUE,"4. Unește fața anterioară a epiglotei cu osul hioid
"
TRUE,"5. Este o membrană subțire
"
TRUE,"6. Contribuie la delimitarea spațiului tiro-hio-epiglotic
"
TRUE,"7. Este o membrană discontinuă
"
,"8. Este un ligament intrinsec al laringelui
"
TRUE,"9. Este situată posterior față de membrana tiro-hioidiană
"
,"10. Este o membrană groasă
"
,
,"283. Despre mușchiul ari-aritenoidian se poate afirma:
"
,"1. Are o inserție pe inelul cricoidului
"
,"2. Prin contracția lui îndepărtează cele două cartilaje aritenoide
"
,"3. Are o inserție pe pecetea cricoidului
"
,"4. Este inervat de nervul laringeu superior
"
TRUE,"5. Este inervat de nervul recurent
"
,"6. Este un dilatator al glotei
"
TRUE,"7. Este un constrictor al glotei
"
TRUE,"8. Se întinde de la un cartilaj aritenoid la altul
"
TRUE,"9. Este format din fibre transversale
"
TRUE,"10. Este format din fibre oblice
"
,
,"284. Care sunt regiunile capului?
"
TRUE,"1. auriculara
"
,"2. optica
"
TRUE,"3. temporala
"
,"4. supratentoriala
"
TRUE,"5. mastoidiana
"
,"6. pituitara
"
,"7. cavum trigeminale
"
TRUE,"8. occipitala
"
TRUE,"9. parietala
"
,"10. vestibulocohleara
"
,
,"285. Care enunturi sunt corecte in privinta pachetului neurovascular supraorbital?
"
,"1. Artera supraorbitala nu este ramura colaterala din artera oftalmica
"
,"2. Ajunge in regiunea frontala la limita ei superioara
"
TRUE,"3. Nervul supraorbital se bifurca
"
,"4. Nervul supraorbital nu se bifurca
"
TRUE,"5. Paraseste orbita prin foramenul supraorbital
"
TRUE,"6. Venele comitante pot drena in vena faciala
"
TRUE,"7. Artera supraorbitala este ramura colaterala din artera oftalmica
"
,"8. Venele comitante dreneaza in vena oftalmica inferioara
"
TRUE,"9. Nervul supraorbital inerveaza pielea regiunii
"
,"10. Artera supraorbitala vascularizeaza doar pielea regiunii frontale
"
,
,"286. Din punct de vedere topografic, printre peretii sinusului frontal se numără:
"
TRUE,"1. Baza- cu cele 2 segmente , lateral sau orbital si medial sau fronto-etmoidal
"
,"2. Posterior- in raport cu burta frontala amuschiului occipitofrontal
"
TRUE,"3. Varful-format prin unirea peretilor anterior si posteror
"
,"4. Anterior-uneori dehiscent
"
,"5. Medial- cu doua segmente, orbitala si fronto-etmoidala
"
TRUE,"6. Medial-reprezentat de un sept
"
,"7. Superior-in raport cu muschii procerus
"
,"8. Lateral-in raport cu corugator supercilii
"
TRUE,"9. Anterior- in raport cu muschiul occipitofrontal
"
TRUE,"10. Posterior-subtire
"
,
,"287. Stratul musculofascial superficial al regiunii temporale este alcatuit din:
"
TRUE,"1. Muschiul auricular anterior
"
TRUE,"2. Fibre din muschiul occipitofrontal
"
TRUE,"3. Muschiul temporal
"
TRUE,"4. Muschiul auricular superior
"
TRUE,"5. Muschiul temporoparietal
"
,"6. Periost intern
"
,"7. Periost extern
"
FALSE,"8. Muschiul auricular inferior
"
TRUE,"9. Fibre din muschiul orbicular al ochiului
"
,"10. Fascia temporala
"
,
,"288. Elemente neurovasculare din regiunea auriculara sunt:
"
TRUE,"1. Nervul occipital mic
"
,"2. Ramura temporala a nervului facial
"
,"3. Nervul occipital mare
"
TRUE,"4. Ramura auriculara a nervului vag
"
,"5. Artera auriculara superioara
"
TRUE,"6. Artera auriculara posterioara
"
,"7. Nervul auricular mic
"
TRUE,"8. Ramura auriculara anterioara
"
,"9. Artera auriculara inferioara
"
TRUE,"10. Nervul auricular mare
"
,
,"289. Regiunea zigomatică conține:
"
TRUE,"1. Filete din buccinator
"
,"2. Rizorius
"
TRUE,"3. Nervul auriculotemporal
"
,"4. Ramuri din artera temporală superficială
"
,"5. Corp adipos malar
"
TRUE,"6. Artera temporală profundă anterioară
"
TRUE,"7. Ramuri din artera transversă a feței
"
,"8. Vena temporală superficială
"
TRUE,"9. Artera temporală superficială
"
,"10. Ramuri din artera facială
"
,
,"290. Regiunea infraorbitală este delimitată:
"
,"1. Superior de marginea superioară a arcului zigomatic
"
,"2. Profund de os planum
"
TRUE,"3. Inferior de linia care unește aripa nasului cu tragusul
"
TRUE,"4. Medial de linia care unește șanțurile nazoorbital și nazolabial
"
TRUE,"5. Profund de fața anterioară a maxilei
"
,"6. Lateral de verticala prin procesul maxilar al zigomei
"
TRUE,"7. Superior de marginea inferioară a aditusului orbitar
"
,"8. Posterior planul vertical pretragal
"
TRUE,"9. Lateral de verticala prin vârful procesului zigomatic maxilar
"
,"10. Inferior de marginea inferioară a aditusului orbitar
"
,
,"291. Comunicările lojei parotidiene sunt cu:
"
TRUE,"1. Regiunea submandibulară prin septul parotidosubmandibular
"
TRUE,"2. Regiunea infratemporală prin butoniera retrocondiliană Juvara
"
,"3. Regiunea sternocleidomstoidiană inferior
"
TRUE,"4. Cavitatea orală prin ductul Stenon
"
TRUE,"5. Apeductul lui Falloppe rpin foramenul stilomastoidian
"
FALSE,"6. Regiunea temporală în partea superioară
"
TRUE,"7. Trigonul carotic, de-a lungul carotidei externe
"
,"8. Regiunea mastoidiană în partea posterioară
"
,"9. Loja maseterină în partea medială
"
,"10. Fosa pterigomaxilară în profunzime
"
,
,"292. Care sunt limitele regiunii bucale?
"
TRUE,"1. Medial- linia care urmareste santul nazolabial, continuata de verticala dusa la 1 cm de comisura buzei
"
TRUE,"2. Limitele profunde sunt reprezentate de mucoasa vestibulului bucal
"
,"3. Inferior-marginea superioara a corpului mandibulei, in afara verticalei dusa la 1cm de comisurile bucale
"
TRUE,"4. Superior-linia orizontala care uneste aripa nasului cu baza tragusului
"
,"5. Limitele profunde sunt reprezentate de stratul cutanat
"
TRUE,"6. Inferior-marginea inferioara a corpului mandibulei, in afara verticalei dusa la 1cm de comisurile bucale
"
,"7. Lateral- linia care urmareste marginea mediala a muschiului maseter
"
,"8. Superior-linia verticala care uneste aripa nasului cu baza tragusului
"
TRUE,"9. Lateral- linia care urmareste marginea anterioara a muschiului maseter
"
,"10. Medial- linia care urmareste santul nazolabial
"
,
,"293. Alegeti enunturile false in ceea ce priveste stratigrafia regiunii parotideomaseterica:
"
TRUE,"1. Stratul adipos subcutanat nu contine fibre ale muschilor zigomatici
"
,"2. Loja maseterica prezinta doi pereti
"
TRUE,"3. Continutul lojei parotidiene este reprezentat doar de glanda parotida
"
,"4. Este cea mai dorsala dintre regiunile fetei
"
TRUE,"5. Pielea este groasa, imobila
"
TRUE,"6. Nu exista strat fascial
"
,"7. Glanda parotida este cea mai mare glanda salivara
"
,"8. Nervul auriculotemporal face parte din elementele neurovasculare din aceasta regiune
"
,"9. Venele superficiale colecteaza in venele faciale
"
TRUE,"10. Limita profunda este reprezentata de fata mediala a mandibulei
"
,
,"294. Din muschii regiunii orbitale fac parte:
"
TRUE,"1. Partea orbitala a muschiului orbicular al ociului
"
,"2. Muschiul orbicular al gurii
"
,"3. Muschiul platysma
"
TRUE,"4. Muschiul corugator supercillii
"
TRUE,"5. Muschiul depressor supercilii
"
TRUE,"6. Muschiul malaris
"
,"7. Muschiul mental
"
,"8. Fasciculul ciliar
"
TRUE,"9. Muschiul procerus
"
TRUE,"10. Muschiul lui Horner
"
,
,"295. Din stratul muscular al regiunii orale fac parte urmatorii muschi:
"
,"1. Zigomatic mic
"
TRUE,"2. Rizorius
"
TRUE,"3. Depresor al buzei inferioare
"
,"4. Mental
"
FALSE,"5. Depresor al unghiului gurii
"
,"6. Platisma
"
,"7. Maseter
"
TRUE,"8. Buccinator
"
TRUE,"9. Zigomatic mare
"
TRUE,"10. Coborator al septului
"
,
,"296. În regiunea bucălă găsim fibre musculare superficiale din:
"
TRUE,"1. Platisma
"
TRUE,"2. Mare zigomatic
"
FALSE,"3. Coborâtor al buzei inferioare
"
FALSE,"4. Mental
"
TRUE,"5. Rizorius
"
,"6. Orbicular al buzelor
"
TRUE,"7. Mic zigomatic
"
TRUE,"8. Coborâtor al unghiului gurii
"
,"9. Ridicător al buzei superioare și aripei nasului
"
,"10. Buccinator
"
,
,"297. Regiunea bucală:
"
TRUE,"1. Conține corpul adipos al obrazului
"
TRUE,"2. Prezintă modilitate tegumentară
"
,"3. Este delimitată lateral de șanțul nazolabial
"
,"4. Se numește și regiune orală
"
TRUE,"5. Este traversată de ductul parotidian
"
,"6. Este mediană
"
,"7. Se află la 1 cm medial de verticala prin comisura labială
"
,"8. Prezintă arcadele dentare în strat profund
"
TRUE,"9. Este o regiune pereche
"
TRUE,"10. Limita profundă este mucoasa vestibulului bucal
"
,
,"298. Regiunea mentală prezintă în straturile sale:
"
,"1. Nerv mental ram din V2
"
TRUE,"2. Fibre din platisma
"
,"3. Arteră mentală din facială
"
TRUE,"4. Fibre din depresorul buzei inferioare
"
,"5. Venă mentală tributară trunchiului tiro-lingo-faringo-facial
"
TRUE,"6. Nerv mental ram din V3
"
TRUE,"7. Fibre din depresorul unghiului gurii
"
,"8. Piele glabră
"
,"9. Arteră mentală din submandibulară
"
TRUE,"10. Țesut adipos subcutanat trabecular
"
,
,"299. Printre elementele neurovasculare profunde ale regiunii orale se numără și:
"
TRUE,"1. Nervul temporobucal din V3
"
TRUE,"2. Ramuri motorii din facial
"
TRUE,"3. Artere labiale inferioare din facială
"
,"4. Artere labiale inferioare din transversa feței
"
,"5. Ramuri motorii din trigemen
"
,"6. Ramuri senzitive din facial
"
,"7. Artere labiale superioare din maxilara internă
"
TRUE,"8. Nervul infraorbital din V2
"
,"9. Ramuri parasimpatice din facial
"
TRUE,"10. Nervul mental din V3
"
,
,"300. În regiunea orală avem fibre musculare din:
"
,"1. Milohioidian
"
TRUE,"2. Rozorius
"
FALSE,"3. Maseter
"
TRUE,"4. Pătratul bărbiei
"
TRUE,"5. Coborâtorul unghiului gurii
"
TRUE,"6. Ridicător al aripei nasului și buzei superioare
"
,"7. La formarea ei participa fata anterosuperioara a portiunii pietroase a osului temporal
"
,"8. Platisma
"
TRUE,"9. Buccinator
"
,"10. Ridicător al septului nazal
"
,
,"301. În descrierea regiunii orale intră:
"
,"1. Șanțurile mentolabiale corespund limitelor laterale
"
,"2. Formează peretele lateral al vestibulului bucal
"
,"3. Este o regiune profundă
"
,"4. Limita profundă este istmul gâtlejului
"
TRUE,"5. Linia lui Cupidon delimitează pielea
"
TRUE,"6. șanțurile nazolabiale sunt limita superioară
"
TRUE,"7. Cse mai numește regiune labială
"
TRUE,"8. Limita profundă este mucoasa vestibulului oral
"
TRUE,"9. Este acoperită în întregime de piele
"
,"10. Limita profundă este dată de arcadele dentare
"
,
,"302. În regiunea nazală avem:
"
TRUE,"1. Nervul etmoidal anterior din V1
"
,"2. Nervul infraorbital din V1
"
TRUE,"3. Porțiunea alară a mușchiului nazal
"
,"4. Ramuri senzitive din facial
"
TRUE,"5. Mușchiul procerus
"
,"6. Artera nazală externă din oftalmică
"
TRUE,"7. Porțiunea transversă a mușchiului nazal
"
,"8. Artera dorsală a nasului din facială
"
TRUE,"9. Mușchiul ridicător al buzei superioare și aripei nasului
"
,"10. Nervul nazociliar din V2
"
,
,"303. Elementele neurovasculare superficiale din regiunea occipitală sunt:
"
,"1. Artera auriculară posterioară din maxilara internă
"
TRUE,"2. Ramuri din nervul occipital terțius
"
TRUE,"3. Ramuri din artera occipitală
"
TRUE,"4. Artera auriculară posterioară din carotida externă
"
,"5. Artera auriculară posterioară din trasnversa feței
"
,"6. Ramuri din carotida internă
"
,"7. Vene tributare venei jugulare interne
"
TRUE,"8. Ramuri din nervul occipital mic
"
TRUE,"9. Nerv occipital mare
"
,"10. Ramuri din nervul facial
"
,
,"304. În regiunea mastoidiană se găsesc mușchi și fascii, precum:
"
TRUE,"1. Inserția SCM
"
,"2. Mușchiul longissimus al gâtului
"
TRUE,"3. Mușchiul auricular posterior
"
TRUE,"4. Fibre din mușchiul occipitofrontal
"
,"5. Mușchiul trapez
"
,"6. Pântecul anterior al mușchiului digastric
"
,"7. Mușchiul frontal
"
TRUE,"8. Mușchiul splenius al capului
"
TRUE,"9. Inserția laterală a aponevrozei epicraniene
"
,"10. Mușchiul auricular superior
"
,
,"305. În regiunea auriculară se află:
"
TRUE,"1. Mușchiul mare al helixului
"
TRUE,"2. Mușchiul antitragusului
"
TRUE,"3. Ligament auricular superior
"
,"4. Fibrocartilaj prezent în toată regiunea
"
TRUE,"5. Mușchiul piramidal al urechii
"
,"6. Nerv senzitiv auricular posterior
"
,"7. Ligament auricular posterior care vine de pe procesul stiloid
"
,"8. Vene tributare venei jugulare interne
"
TRUE,"9. Ram motor din nervul facial
"
TRUE,"10. Mușchiul incizurii helixului
"
,
,"306. La adult, pneumatizarea normala a osului temporal, permite descrierea urmatoarelor grupe celulare aerice:
"
TRUE,"1. Celulele varfului mastoidian
"
,"2. Celulele zigomatice
"
,"3. Celulele scuamei osului parietal
"
TRUE,"4. Celulele varfului mastoidian
"
,"5. Celulele tegumentului timpanic
"
TRUE,"6. Celulele bazei mastoidiene
"
